"code","name","credit","lecture_hours","tutorial_hours","pratical_hours","discussion_hours","project_hours","pre_requisits","syllabus","ref_books","percent_course_attendance","percent_endsem","percent_midsem","percent_project","percent_quiz_1","percent_quiz_2","percent_lab_evaluation"
"HS303c","Indian Philosophy and  Literature in Engilish",4,3,0,2,0,0,"NIL","Indian Writing in English 
1. Rabindranath Tagore [3H]
 - Gitanjali (song no. 1-7, 13, 18, 57)
2. Dr. S.Radhakrishnan- [7H]
- The Hindu View of Life. (1 chapter)
- An Idealist View of Life. (selected readings- 1 chapter)
3. Mahatma Gandhi- [3H]
- The story of my Experiments with truth. (selected readings- 2 chapters) 
4. Swami Vivekananda- [5H]
- Microcosm
- Macrocosm 
5. Kabir – [4H]
- Some songs
American Literature 
1. Ralph Waldo Emerson- [8H]
- The America Scholar
- Self Reliance 
2. Henry David Thoreau- [8H]
- Christianity and Hinduism compared
- Resistance to Civil Government 3. Some Poems- [2H]
- Ralph Waldo Emerson
i. Brahma
ii. Hamatreya
4. Henry David Thoreau [2H]
- Walden (book –some readings)","1. Basham, A.L. The Wonder that was India, New Delhi: Rupa and Co., 1997
2. Buell, Lawrence, The American Transcendentalists Essential Writings, New York: Random 
House, 2006.
3. Gopal, Sarvepalli, Radhakrishnan: A Biography, New Delhi: Oxford University Press, 2003.
4. Iyengar, Srinivas K.R., Indian Writing in English, New Delhi: Sterling Publishers, 2002.
5. Mcdermott, Robert A., Basic Writings of S. Radhakrishnan, Mumbai:Jaico Publishing House, 
2002.
6. Mumukshananda, Swami, The Complete works of Swami Vivekananada, Calcutta: Swami 
Mumukshananda, 1994.
7. Narayan, Shriman, The Selected works of Mahatma Gandhi, Ahmedabad: Navjivan Trust, 1997.
8. Radhakrishnan, S., An Idealist View of Life, New Delhi: Indus Publishers, 1994.
9. Radhakrishnan, S., The Hindu View of Life, Mumbai: Blackie and Son Publishers, 1983.
10. Tagore, Rabindranath, Gitanjali, New Delhi: Macmillan India Limited, 1997.",10,40,20,10,5,5,10
"HS3004","Ecology and Environment Science",2,15,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"SM1001","Introduction to Profession(sm)",4,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"ES406a","Communication Systems",4,3,0,0,0,0,"NIL","Introduction to communication systems, need for modulation, brief review of signals & systems, Fourier series and Fourier transform. [3H]
Analog signal Transmission: Amplitude Modulation, Single Side Band, Suppressed Side Band & VSB Modulation, Superhetrodyne Receivers, Angle Modulations, Frequency Modulation Generation and Detection, Demodulation of Modulated Signals, FM Receivers. [12H]
Pulse and Digital communications: Pulse width modulation, pulse position modulation, sampling theorem, pulse amplitude modulation, Pulse code modulation, Introduction to digital modulation techniques, Modems, Broadband communication systems. [12H]
Elements of long-distance telephony, Radar Systems, TV communication, and introduction to fibre communication technology. [10H]
Introduction to information theory and error control coding. [5H]","1. G. Kennedy, B. Davis, “Electronic Communication Systems”, 4e, Tata McGraw Hill Publications.
2. Communication System, Haykin, S., Fourth Edition, Wiley and Sons, 2005.
3. Modern Digital and Analog Communication System, Lathi, B.P., Oxford University Press.",10,40,20,10,5,5,10
"ES406b","Electrical Drives and  Control",4,3,0,0,0,0,"NIL","Introduction: Classification of Electric Drives, Requirements of Electric Drives, Some Applications. [6H]
Converters and control: Phase controlled converters, Four quadrant operation, Choppers, AC to DC 
converters. [8H]
DC motor drives: Speed-torque characteristics DC shunt, PMDC and series motors, Dynamic model, 
Speed and position control methods. [10H]
Inverters and PWM: Voltage source inverters, current source inverters, PWM techniques, sine triangle 
comparison, harmonic elimination, hysteresis current controllers, space vector pwm. [8H]
AC motor drives: d-q model of induction motor, constant flux speed control structure, vector control 
model, vector control structure. [10H]","1. M. H. Rashid, ""Power Electronics - Circuits, Devices and Applications"", P.H.I Private Ltd. New 
Delhi, Second Edition, 1994.
2. Mohan, Undeland, Robbins, ""Power Electronics"", 3rd edition, John Wiley & Sons, 2002.
3. Bose B.K., ""Modern Power Electronics & AC Drives"", 1st edition, PHI, 2002.
4. P. C. Sen., “Principles of Electrical Machines and Power Electronics”, John Wiley & Sons, 1997.",10,40,20,10,5,5,10
"ES406d","Geometric Modeling",4,3,0,0,0,0,"NIL","1. Introduction: What is Geometric Modeling, History, Background Mathematics, Parametric 
representations [2 H]
2. Curves: Conic Curves, Points on a Curve, Hermite Curves, Bézier Curves, B-Spline Curves [10 
H]
3. Surfaces: Quadric Surfaces, Points on a Surface, Bicubic Hermite Suafaces, Bézier Surfaces, B-Spline 
Surfaces [10 H]
4. Solids: Topology of Models, Graph-Based Models, Boolean Models, Constructive Solid Geometry, 
Boundary Models, Sweep Solids, Controlled Deformation Solids [10 H] 
5. Geometric Properties: Local properties of a Curve, Global properties of a Curve, Local properties of a 
Surface, Global properties of a Surface, Global properties of a Complex Solids, Relational Properties, 
Intersections [10 H]","Text Books
1. Michael E. Mortenson, Geometric Modeling, Industrial Press Inc. Edition: 3rd
Reference Books
1. I.D. Faux and M.J. Pratt, Computation Geometry for Design and Manufacture, John Wiley 
(Ellis Horwood Ltd.). 
2. Choi, B.K, Surface Modeling for CAD/CAM, Elsevier. 
3. Farin, Gerald, Curves and Surfaces for Computer Aided Geometric Design – A Practical 
Guide, Academic Press Inc.",10,40,20,10,5,5,10
"ME5D6L","PG IT Workshop II",2,0,0,20,0,0,"","syllabus","book",5,30,20,15,10,10,10
"IT1001","Introduction to Programming In C/Python",4,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"DS4013","Design Seminar I",0,0,0,0,0,0,"-","-","-",5,30,20,15,10,10,10
"EC8033","Radio Frequency Integrated Circuits Design",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"OE4E69","Optical Communication",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME5M01","Manufacturing Science",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ES406f","Multimedia Processing",4,3,0,0,0,0,"NIL","Introduction to Multimedia Systems and Processing, Computer Representation of Audio, Image, and Video, 
Image compression and decompression systems, Redundancies and their Classification, Entropy and 
Information Theory, Lossless and lossy image compression, Quality measures of reconstructed images. 
[6H]
Lossless Compression (Run Length Encoding, Variable Length Coding, and Dictionary-Based Coding 
techniques): Huffman coding, Shannon’s Coding Theorem for noiseless channels, Arithmetic and 
LempelZiv coding. [6H]
Lossy Compression: Uniform and non-uniform quantization, Rate-distortion function and Source Coding 
Theorem, Delta modulation and DPCM, Transform coding and discrete cosine transform, JPEG.[6H]
Multiresolution Analysis: Introduction to wavelets, scaling functions and ladder of subspaces, Subband 
coding, Conditions for perfect reconstruction, Subband decomposition of images, Discrete wavelet 
transform. Embedded wavelet coding, JPEG-2000. [6H]
Video Coding and Motion Estimation: Basic building blocks and temporal redundancy, Motion estimation 
algorithms, Video coding standards –MPEG-4 and H.264. [4H]
Audio Coding: Basic of Audio Coding, transform and filter banks, Format and encoding, Psychoacoustic 
models. [4H]
Multimedia Synchronization: Basic definitions and requirements, Time stamping and pack architecture, 
References model and specification, Packet architectures and audio-video interleaving, Playback continuity.
 [6H]
Video Indexing and Retrieval: Content based image retrieval, Video content representation, Video sequence 
query processing. [4H]","1. P. Havaldar and G. Medioni, Multimedia Systems – Algorithms, Standards and Industry Practices, 
Cengage Learning, 2009.
2. R. Steinmetz and K. Nahrstedt, Multimedia Fundamentals: Media Coding and Content Processing, 
Second Edition, Prentice Hall, 2002.
3. NPTEL Course on Multimedia Processing by IIT Kharagpur. 
4. Coursera – Course on Fundamentals of Digital Image and Video Processing",10,40,20,10,5,5,10
"ME416c","Rapid Product  Development Technologies",4,3,0,0,0,0,"NIL","Overview of Rapid Product Development: 
Product Developing Cycle, Components of RPD, Classification of manufacturing processes. Preprocessing: 
Solid Modeling, Data exchange formats, STL file format, RP Preprocessing. [4 H]
Rapid Prototyping (RP):
Introduction to RP, Need of RP; Basic Principles of RP, Steps in RP, Process chain in RP in integrated 
CAD-CAM environment, Advantages of RP, Classifications of different RP techniques, Selection of RP 
processes, Issues in RP, Emerging trends. [8 H]
RP Techniques:
Solid RP, liquid RP techniques and Powder RP Techniques - Process Technology and Comparative study of 
Selective laser sintering, Selective powder binding, etc. [10 H]
Rapid Tooling (RT):
Introduction to RT, Indirect RT processes – silicon rubber molding, epoxy tooling, spray metal tooling and 
investment casting. Direct RT processes – laminated tooling, powder metallurgy based technologies, 
welding based technologies, direct pattern making, emerging trends in RT. [5 H]
Reverse Engineering:
Geometric data acquisition, 3D reconstruction. [5 H]
Applications and case studies:
Engineering applications, Medical applications [5 H]
Special Topic on RP:
Programming in RP, Modelling, Slicing, Internal Hatching, Surface Skin Fills, Support Structure. Overview 
of the algorithms for RP&T and Reverse Engineering. [5 H]","1. Chua, C.K., Leong, K.F., Rapid Prototyping: Principles and Applications in Manufacturing, John 
Wiley and Sons Inc., 2000. 
2. Pham, D.T., Demov, S.S., Rapid Manufacturing: The Technologies and Applications of Rapid 
Prototyping and Rapid Tooling, Springer-Verlag London Limited, 2001. 
3. Hopkinson, N., Hague, R.J.M. and Dickens, P.M., Rapid Manufacturing and Industrial Revolution 
for the Digital Age, John Wiley and Sons Ltd, Chichester, 2005. 
4. Noorani, R., Rapid Prototyping: Principles and Applications, John Wiley & Sons, Inc., New Jersey, 
2006. 
5. Zeid, I., Mastering CAD/CAM, Tata McGraw Hill, 2006
6. Gebhardt, A., Rapid Prototyping, Hanser Gardner Publications, Inc., Cincinnati, 2003. 
7. Gibson, I., Software Solutions for Rapid Prototyping, Professional Engineering Publication Ltd., 
2002. 
8. Patri, K. V., and Weiyin, Ma, Rapid Prototyping - Laser-based and Other Technologies, Kluwer 
Academic Publishers, U.S.A., 2003. 
9. Rapid Prototyping Journal 
10. Journal of Virtual and Physical Prototyping 
11. Selected papers from International Journal of Machine Tools and Manufacture, International Journal 
of Advanced Manufacturing Technology, Computer Aided Design, Computer Aided Design and 
applications, etc. 
12. Mortenson, M.E., Geometric Modelling, John Wiley and Sons, Inc., 1997 
13. Saxena, A., Sahay, B., Computer Aided Engineering Design, Anamaya Publishers, New Dehi, 2005 
14. Rogers, D.F and Adams, J.A., Mathematical Elements for Computer Graphics, Tata McGraw Hill, 
2002.
15. Zeid, I., CAD/CAM: Theory and Practice, Revised First Edition, Tata McGraw Hill, 2007. 
16. Faux, I. D. and Pratt, M. J., Computation Geometry for Design and Manufacture, John Wiley (Ellis 
Horwood Ltd.), 1983. 
17. Venuvinod, P.K. and Ma, W., Rapid prototyping: Laser based and other technologies, Kluwer 
Academic Publishers,2004.
18. Gibson, I., Advanced Manufacturing Technology For Medical Application, John Wiley & 
Sons,Singapore,2005.
19. Kamrani, A.K. and Nasr, E.A., Rapid Prototyping Theory And Practice , Springer,USA ,2006.
20. Hilton, P.D. and Jacobs, P.F., Rapid Tolling: Technologies and Industrial Applications, Dekker,New 
York ,2005.
21. Bidanda, B. and Bartolo, P., Virtual Prototyping & Bio Manufacturing In Medical Applications, 
Springer,USA ,2008.",10,40,20,10,5,5,10
"OE4L73","Life Skills Management",3,3,0,0,0,0,"----","-","-",5,30,20,15,10,10,10
"EC312","Linear Integrated  Circuit Design",4,3,0,2,0,0,"NIL","Basic Information of Op-Amp: Ideal Op-Amp Characteristics of OP-Amp, Practical Op-Amp, 
offset voltages and bias current, Internal structure and its analysis using BJT/MOSFET, Input stage, 
level shifter, and power stage Op-Amp data sheet and various parameters specifications of OpAmp, 
the error budget of Op-Amp circuits using temperature sensitive drift parameters. concept of virtual 
ground, Slew rate, CMRR, PSRR, Temperature drift of offset voltage and bias current.
 [10H] 
Application of Op-Amp: Voltage series shunt feedback to use Op-Amp as an Amplifier, Inverting 
and non-Inverting, Summing amplifiers, Integrator and differentiator Differential Circuit using OpAmp, Common Mode and differential mode signal analysis, V/I and I/V convertors, 
Instrumentation Amplifiers, applications as weight measurement, temperature measurement etc. 
Frequency compensation, slew rate and methods of improving slew rate. Application of Operational 
Amplifiers, Analysis of four quadrant and variable trans conductance multipliers, Voltage 
controlled Oscillator. Active filter design, high pass, low pass Butterworth and Chebyshev filter 
designs, higher order filter design Closed loop analysis of PLL, AM, PM and FSK modulators and 
demodulator. [12H] 
 
Non Linear Application: Comparators, Schmitt trigger with hysteresis and various application, 
Multi vibrators using Op-Amps, Waveform generators, clipper and clamper circuits, peak detector, 
sample and hold circuits, D/A convertors R-2R ladder and weighted resistor type, A/D convertors: 
dual slope, successive approximation and flash type. [10H] 
 
Special purpose ICs: 555 timer IC, functional block diagram and various applications of 555 IC, 
566 Volatge controlled Oscillator circuit, 565 PLL, Analog Multiplier circuits, LM317 and 732 IC 
regulators circuit design, Switching regulator, MA 7840, LM380 Power Amplifier, Isolation 
Amplifier, Opto-couplers and optoelectronic ICs ICL 8038 Function generator. [10H]","1. Op-Amps and Linear Integrated CircuitsRamGayakwadPrentice Hall, Fourth edition. 
2. Linear Integrated Circuit Roy D. Choudhury (1992-06), John Wiley & Sons. 
3. Basic Operational Amplifiers and Linear Integrated CircuitsThomas L. Floyd 
Buchla(1998),Prentice Hall.
4. Op-Amps and Linear Integrated Circuit,WillamD.Stanley ,Merrill,Third edition 
5. Linear Integrated Circuits, JackWinzerSaunders College Publishing, First Edition 
6. Operational Amplifiers and Linear Integrated Circuits, Robert F. Coughlin, Prentice Hall, Sixth 
Edition.",10,40,20,10,5,5,10
